rel_doi	rel_site	rel_date	type	category	rel_num_authors	ym
10.1101/2021.06.29.21259693	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	infectious diseases	15	2021-07
10.1101/2021.06.28.21259658	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	infectious diseases	48	2021-07
10.1101/2021.06.28.21259673	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	infectious diseases	8	2021-07
10.1101/2021.06.30.450632	bioRxiv	2021-07-01	new results	microbiology	10	2021-07
10.1101/2021.06.26.21259239	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	allergy and immunology	32	2021-07
10.1101/2021.06.28.21258847	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	infectious diseases	5	2021-07
10.1101/2021.06.28.21256779	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	infectious diseases	1	2021-07
10.1101/2021.06.28.21259628	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	epidemiology	11	2021-07
10.1101/2021.06.28.21259620	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	public and global health	5	2021-07
10.1101/2021.06.28.21259558	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	occupational and environmental health	9	2021-07
10.1101/2021.06.28.21259529	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	genetic and genomic medicine	29	2021-07
10.1101/2021.06.28.21259631	medRxiv	2021-07-01	PUBLISHAHEADOFPRINT	epidemiology	2	2021-07
10.1101/2021.07.01.450707	bioRxiv	2021-07-01	new results	immunology	21	2021-07
10.1101/2021.07.01.450701	bioRxiv	2021-07-01	new results	microbiology	13	2021-07
10.1101/2021.07.01.450475	bioRxiv	2021-07-01	new results	genomics	20	2021-07
10.1101/2021.06.23.21259402	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	health policy	21	2021-07
10.1101/2021.06.23.21259415	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	epidemiology	7	2021-07
10.1101/2021.06.23.21259414	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	pediatrics	17	2021-07
10.1101/2021.06.28.21259570	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	10	2021-07
10.1101/2021.06.27.21259271	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	public and global health	23	2021-07
10.1101/2021.06.28.21259039	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	public and global health	2	2021-07
10.1101/2021.06.28.21259672	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	public and global health	6	2021-07
10.1101/2021.06.28.21259644	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	8	2021-07
10.1101/2021.06.27.21259432	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	4	2021-07
10.1101/2021.06.28.21259380	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	17	2021-07
10.1101/2021.06.23.21258782	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	18	2021-07
10.1101/2021.06.23.21259421	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	2	2021-07
10.1101/2021.06.24.21259435	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	health systems and quality improvement	5	2021-07
10.1101/2021.06.24.21255875	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	26	2021-07
10.1101/2021.06.23.21259020	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	12	2021-07
10.1101/2021.06.25.21259525	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	epidemiology	19	2021-07
10.1101/2021.06.23.21259395	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	epidemiology	10	2021-07
10.1101/2021.06.25.21259519	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	public and global health	8	2021-07
10.1101/2021.06.26.21259369	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	respiratory medicine	4	2021-07
10.1101/2021.06.27.21258591	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	20	2021-07
10.1101/2021.06.25.21259544	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	29	2021-07
10.1101/2021.06.27.21259196	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	emergency medicine	29	2021-07
10.1101/2021.06.25.21259556	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	epidemiology	5	2021-07
10.1101/2021.06.28.21259384	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	25	2021-07
10.1101/2021.06.27.21259131	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	public and global health	7	2021-07
10.1101/2021.06.28.21259028	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	21	2021-07
10.1101/2021.06.28.21259320	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	health policy	4	2021-07
10.1101/2021.06.29.21255526	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	7	2021-07
10.1101/2021.06.28.21259338	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	15	2021-07
10.1101/2021.06.29.21257965	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	public and global health	1	2021-07
10.1101/2021.07.01.21259656	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	18	2021-07
10.1101/2021.06.28.21259661	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	18	2021-07
10.1101/2021.07.02.450920	bioRxiv	2021-07-02	new results	genomics	12	2021-07
10.1101/2021.07.02.450896	bioRxiv	2021-07-02	new results	biochemistry	18	2021-07
10.1101/2021.07.01.450756	bioRxiv	2021-07-02	confirmatory results	biochemistry	4	2021-07
10.1101/2021.06.30.21258984	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	public and global health	10	2021-07
10.1101/2021.07.02.450915	bioRxiv	2021-07-02	new results	immunology	5	2021-07
10.1101/2021.06.23.21259321	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	21	2021-07
10.1101/2021.07.01.21259859	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	epidemiology	47	2021-07
10.1101/2021.06.27.21259602	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	1	2021-07
10.1101/2021.07.01.21259831	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	21	2021-07
10.1101/2021.07.01.450676	bioRxiv	2021-07-02	new results	microbiology	11	2021-07
10.1101/2021.07.02.450663	bioRxiv	2021-07-02	new results	microbiology	13	2021-07
10.1101/2021.07.01.21259838	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	7	2021-07
10.1101/2021.06.30.21259439	medRxiv	2021-07-02	PUBLISHAHEADOFPRINT	infectious diseases	30	2021-07
10.1101/2021.07.01.21259860	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	sexual and reproductive health	7	2021-07
10.1101/2021.06.29.21259494	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	public and global health	7	2021-07
10.1101/2021.07.02.450959	bioRxiv	2021-07-03	new results	immunology	6	2021-07
10.1101/2021.06.29.21259686	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	12	2021-07
10.1101/2021.06.29.21259427	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	34	2021-07
10.1101/2021.06.29.21259633	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	14	2021-07
10.1101/2021.06.29.21259500	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	22	2021-07
10.1101/2021.06.27.21259530	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	epidemiology	12	2021-07
10.1101/2021.06.29.21259726	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	epidemiology	3	2021-07
10.1101/2021.06.29.21259625	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	epidemiology	7	2021-07
10.1101/2021.06.29.21259707	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	epidemiology	7	2021-07
10.1101/2021.06.28.21259409	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	6	2021-07
10.1101/2021.06.29.21259723	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	public and global health	6	2021-07
10.1101/2021.06.28.21259420	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	public and global health	16	2021-07
10.1101/2021.06.29.21259717	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	public and global health	10	2021-07
10.1101/2021.06.29.21259730	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	occupational and environmental health	9	2021-07
10.1101/2021.06.29.21259609	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	6	2021-07
10.1101/2021.06.29.21259579	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	7	2021-07
10.1101/2021.06.29.21259605	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	23	2021-07
10.1101/2021.06.28.21259452	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	8	2021-07
10.1101/2021.06.28.21259546	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	23	2021-07
10.1101/2021.06.29.21259511	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	3	2021-07
10.1101/2021.06.28.21259657	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	6	2021-07
10.1101/2021.06.28.21259398	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	infectious diseases	46	2021-07
10.1101/2021.06.29.21259698	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	epidemiology	1	2021-07
10.1101/2021.06.26.21259487	medRxiv	2021-07-03	PUBLISHAHEADOFPRINT	epidemiology	10	2021-07
10.1101/2021.06.29.21259741	medRxiv	2021-07-04	PUBLISHAHEADOFPRINT	public and global health	10	2021-07
10.1101/2021.06.28.21259621	medRxiv	2021-07-04	PUBLISHAHEADOFPRINT	epidemiology	4	2021-07
10.1101/2021.06.28.21258780	medRxiv	2021-07-04	PUBLISHAHEADOFPRINT	epidemiology	14	2021-07
10.1101/2021.07.02.450964	bioRxiv	2021-07-04	new results	molecular biology	6	2021-07
10.1101/2021.07.03.450989	bioRxiv	2021-07-04	new results	biochemistry	5	2021-07
10.1101/2021.07.03.451001	bioRxiv	2021-07-04	new results	microbiology	16	2021-07
10.1101/2021.07.01.21259785	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	pediatrics	14	2021-07
10.1101/2021.07.02.21259802	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	genetic and genomic medicine	16	2021-07
10.1101/2021.07.02.21259929	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	health informatics	7	2021-07
10.1101/2021.06.30.21259782	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	epidemiology	3	2021-07
10.1101/2021.06.30.21259770	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	10	2021-07
10.1101/2021.06.30.21259769	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	6	2021-07
10.1101/2021.06.30.21259758	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	6	2021-07
10.1101/2021.06.30.21259794	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	epidemiology	3	2021-07
10.1101/2021.06.30.21259491	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	epidemiology	9	2021-07
10.1101/2021.06.30.21259787	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	9	2021-07
10.1101/2021.06.30.21259796	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	25	2021-07
10.1101/2021.07.04.21259945	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	respiratory medicine	17	2021-07
10.1101/2021.07.03.451025	bioRxiv	2021-07-05	new results	bioengineering	8	2021-07
10.1101/2021.07.03.450938	bioRxiv	2021-07-05	new results	pharmacology and toxicology	10	2021-07
10.1101/2021.07.04.450986	bioRxiv	2021-07-05	new results	systems biology	9	2021-07
10.1101/2021.07.04.451040	bioRxiv	2021-07-05	new results	immunology	4	2021-07
10.1101/2021.07.03.451026	bioRxiv	2021-07-05	new results	immunology	17	2021-07
10.1101/2021.07.05.451089	bioRxiv	2021-07-05	new results	evolutionary biology	1	2021-07
10.1101/2021.07.05.451071	bioRxiv	2021-07-05	new results	genomics	13	2021-07
10.1101/2021.07.03.450992	bioRxiv	2021-07-05	new results	biochemistry	9	2021-07
10.1101/2021.06.28.21259675	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	public and global health	6	2021-07
10.1101/2021.06.28.21259629	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	epidemiology	4	2021-07
10.1101/2021.06.30.21259752	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	epidemiology	7	2021-07
10.1101/2021.06.30.21259536	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	public and global health	3	2021-07
10.1101/2021.06.30.21259750	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	9	2021-07
10.1101/2021.06.30.21259751	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	public and global health	5	2021-07
10.1101/2021.07.01.21259870	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	health policy	7	2021-07
10.1101/2021.07.03.21259958	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	hiv aids	7	2021-07
10.1101/2021.07.02.21259897	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	21	2021-07
10.1101/2021.07.03.21259959	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	3	2021-07
10.1101/2021.07.02.21259665	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	18	2021-07
10.1101/2021.07.01.21259833	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	infectious diseases	17	2021-07
10.1101/2021.07.02.21259891	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	cardiovascular medicine	5	2021-07
10.1101/2021.06.30.21259761	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	epidemiology	23	2021-07
10.1101/2021.07.05.21260003	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	pediatrics	4	2021-07
10.1101/2021.07.01.21259887	medRxiv	2021-07-05	PUBLISHAHEADOFPRINT	pediatrics	7	2021-07
10.1101/2021.07.04.451027	bioRxiv	2021-07-06	new results	evolutionary biology	5	2021-07
10.1101/2021.06.30.21259816	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	public and global health	9	2021-07
10.1101/2021.06.30.21259820	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	2	2021-07
10.1101/2021.06.30.21259757	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	50	2021-07
10.1101/2021.06.30.21259815	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	4	2021-07
10.1101/2021.07.04.21259848	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	20	2021-07
10.1101/2021.07.02.21257837	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	5	2021-07
10.1101/2021.07.01.21259687	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	30	2021-07
10.1101/2021.07.03.21257942	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	9	2021-07
10.1101/2021.07.05.21259547	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	9	2021-07
10.1101/2021.07.04.21259954	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	5	2021-07
10.1101/2021.07.04.21259991	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	6	2021-07
10.1101/2021.07.05.21259936	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	pharmacology and therapeutics	18	2021-07
10.1101/2021.07.01.21259869	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	public and global health	10	2021-07
10.1101/2021.07.05.21260017	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	public and global health	7	2021-07
10.1101/2021.07.05.21260024	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	public and global health	9	2021-07
10.1101/2021.07.03.21259881	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	public and global health	9	2021-07
10.1101/2021.07.01.21259851	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	public and global health	4	2021-07
10.1101/2021.07.05.21260021	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	medical education	10	2021-07
10.1101/2021.07.04.21259985	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	obstetrics and gynecology	6	2021-07
10.1101/2021.07.05.21260022	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	obstetrics and gynecology	8	2021-07
10.1101/2021.07.04.21259983	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	health informatics	3	2021-07
10.1101/2021.07.05.21260014	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	10	2021-07
10.1101/2021.07.04.21259979	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	3	2021-07
10.1101/2021.07.05.21259882	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	7	2021-07
10.1101/2021.06.30.21259811	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	2	2021-07
10.1101/2021.07.01.21259828	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	9	2021-07
10.1101/2021.07.04.21259903	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	16	2021-07
10.1101/2021.07.04.21259992	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	10	2021-07
10.1101/2021.07.04.21259980	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	2	2021-07
10.1101/2021.07.05.21260018	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	23	2021-07
10.1101/2021.07.02.21259910	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	health policy	5	2021-07
10.1101/2021.07.05.21260005	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	5	2021-07
10.1101/2021.07.04.21259490	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	13	2021-07
10.1101/2021.07.03.21258887	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	19	2021-07
10.1101/2021.07.03.21259626	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	16	2021-07
10.1101/2021.07.01.21259330	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	pediatrics	7	2021-07
10.1101/2021.07.01.21259428	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	occupational and environmental health	9	2021-07
10.1101/2021.07.01.21259404	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	21	2021-07
10.1101/2021.07.01.21259132	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	nursing	1	2021-07
10.1101/2021.07.01.21259884	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	8	2021-07
10.1101/2021.07.01.21259879	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	19	2021-07
10.1101/2021.07.02.21259857	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	18	2021-07
10.1101/2021.06.30.21259819	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	pediatrics	9	2021-07
10.1101/2021.07.02.21259886	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	pharmacology and therapeutics	11	2021-07
10.1101/2021.07.02.21259898	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	health systems and quality improvement	14	2021-07
10.1101/2021.06.30.21259771	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	4	2021-07
10.1101/2021.07.02.21259900	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	public and global health	9	2021-07
10.1101/2021.07.04.21255203	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	epidemiology	9	2021-07
10.1101/2021.07.06.21259749	medRxiv	2021-07-06	PUBLISHAHEADOFPRINT	infectious diseases	10	2021-07
10.1101/2021.07.05.451222	bioRxiv	2021-07-06	new results	immunology	34	2021-07
10.1101/2021.07.05.451203	bioRxiv	2021-07-07	new results	molecular biology	10	2021-07
10.1101/2021.07.06.451357	bioRxiv	2021-07-07	new results	genomics	3	2021-07
10.1101/2021.07.06.451227	bioRxiv	2021-07-07	new results	bioinformatics	4	2021-07
10.1101/2021.07.06.451119	bioRxiv	2021-07-07	new results	pharmacology and toxicology	26	2021-07
10.1101/2021.07.06.451301	bioRxiv	2021-07-07	new results	immunology	25	2021-07
10.1101/2021.07.06.451340	bioRxiv	2021-07-07	new results	cell biology	16	2021-07
10.1101/2021.07.06.451270	bioRxiv	2021-07-07	new results	genomics	13	2021-07
10.1101/2021.07.06.451329	bioRxiv	2021-07-07	new results	biophysics	4	2021-07
10.1101/2021.07.05.451199	bioRxiv	2021-07-07	new results	immunology	5	2021-07
10.1101/2021.07.02.21259902	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	public and global health	7	2021-07
10.1101/2021.07.02.21259934	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	health informatics	2	2021-07
10.1101/2021.07.02.21259923	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	8	2021-07
10.1101/2021.07.02.21259939	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	19	2021-07
10.1101/2021.07.02.21258881	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	4	2021-07
10.1101/2021.07.03.21259957	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	9	2021-07
10.1101/2021.07.03.21259946	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	26	2021-07
10.1101/2021.07.03.21259943	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	2	2021-07
10.1101/2021.07.03.21259961	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	public and global health	6	2021-07
10.1101/2021.07.05.21260053	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	occupational and environmental health	9	2021-07
10.1101/2021.07.05.21260041	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	18	2021-07
10.1101/2021.07.05.21259867	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	14	2021-07
10.1101/2021.07.01.21259583	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	35	2021-07
10.1101/2021.07.01.21259852	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	8	2021-07
10.1101/2021.07.03.21259949	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	13	2021-07
10.1101/2021.07.03.21259953	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	12	2021-07
10.1101/2021.07.03.21254541	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	cardiovascular medicine	5	2021-07
10.1101/2021.07.07.21260121	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	23	2021-07
10.1101/2021.07.03.21259616	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	anesthesia	8	2021-07
10.1101/2021.07.03.21259973	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	1	2021-07
10.1101/2021.07.05.21259918	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	17	2021-07
10.1101/2021.07.03.21259976	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	5	2021-07
10.1101/2021.07.05.21259786	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	17	2021-07
10.1101/2021.07.04.21259205	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	1	2021-07
10.1101/2021.07.05.21250138	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	7	2021-07
10.1101/2021.07.05.21259790	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	respiratory medicine	5	2021-07
10.1101/2021.07.06.21260058	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	medical education	8	2021-07
10.1101/2021.07.05.21260037	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	nursing	7	2021-07
10.1101/2021.07.07.21259772	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	11	2021-07
10.1101/2021.07.06.21259792	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	27	2021-07
10.1101/2021.07.06.21259528	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	26	2021-07
10.1101/2021.07.06.21260074	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	1	2021-07
10.1101/2021.07.06.21260067	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	4	2021-07
10.1101/2021.07.06.21259931	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	5	2021-07
10.1101/2021.07.05.21260035	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	13	2021-07
10.1101/2021.07.05.21259999	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	17	2021-07
10.1101/2021.07.06.21260059	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	10	2021-07
10.1101/2021.07.06.21259654	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	8	2021-07
10.1101/2021.07.05.21260012	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	cardiovascular medicine	5	2021-07
10.1101/2021.07.05.21259933	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	17	2021-07
10.1101/2021.07.05.21259989	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	14	2021-07
10.1101/2021.07.05.21260026	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	7	2021-07
10.1101/2021.07.05.21259760	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	25	2021-07
10.1101/2021.07.05.21260043	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	public and global health	8	2021-07
10.1101/2021.07.06.21259955	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	nephrology	7	2021-07
10.1101/2021.07.06.21260077	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	health policy	1	2021-07
10.1101/2021.07.05.21260050	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	2	2021-07
10.1101/2021.07.06.21260055	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	9	2021-07
10.1101/2021.07.05.21259105	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	8	2021-07
10.1101/2021.07.06.21259226	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	allergy and immunology	26	2021-07
10.1101/2021.07.06.21260080	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	epidemiology	15	2021-07
10.1101/2021.07.06.21260038	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	36	2021-07
10.1101/2021.07.06.21260093	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	primary care research	3	2021-07
10.1101/2021.07.06.21259924	medRxiv	2021-07-07	PUBLISHAHEADOFPRINT	infectious diseases	7	2021-07
